dataset,label,obj_id,n_points
SF_Centre,SF Centre,6614351,601
SF_Centre,SF Centre,6614362,604
SF_Centre,SF Centre,6614372,601
SF_Centre,SF Centre,6618683,599
SF_Centre,SF Centre,6624068,605
SF_Centre,SF Centre,6634636,601
SF_Centre,SF Centre,6643953,601
SF_Centre,SF Centre,6643954,263
SF_Centre,SF Centre,6661483,601
SF_Centre,SF Centre,6689678,546
SF_Centre,SF Centre,6689842,600
SF_Centre,SF Centre,6698589,570
SF_Centre,SF Centre,6700606,601
SF_Centre,SF Centre,6710963,620
SF_Centre,SF Centre,6711433,234
SF_Centre,SF Centre,6713937,450
SF_Centre,SF Centre,6715150,603
SF_Centre,SF Centre,6715199,293
SF_Centre,SF Centre,6715259,245
SF_Centre,SF Centre,6715586,610
SF_Centre,SF Centre,6726495,254
SF_Centre,SF Centre,6733954,355
SF_Centre,SF Centre,6734114,601
SF_Centre,SF Centre,6743299,601
SF_Centre,SF Centre,6756773,339
SF_Centre,SF Centre,6756777,248
SF_Centre,SF Centre,6756781,601
SF_Centre,SF Centre,6789478,394
SF_Centre,SF Centre,6789482,299
SF_Centre,SF Centre,6792673,311
SF_Centre,SF Centre,6792711,313
SF_Centre,SF Centre,6792712,355
SF_Centre,SF Centre,6792755,283
SF_Centre,SF Centre,6792760,606
SF_Centre,SF Centre,6798148,321
SF_Centre,SF Centre,6798210,601
SF_Centre,SF Centre,6801293,259
SF_Centre,SF Centre,6801296,473
SF_Centre,SF Centre,6801298,222
SF_Centre,SF Centre,6802410,601
SF_Centre,SF Centre,6820851,600
SF_Centre,SF Centre,6828967,237
SF_Centre,SF Centre,6829055,599
SF_Centre,SF Centre,6862712,440
SF_Centre,SF Centre,6862856,317
SF_Centre,SF Centre,6880030,600
SF_Centre,SF Centre,6883914,420
SF_Centre,SF Centre,6883917,344
SF_Centre,SF Centre,6903935,601
SF_Centre,SF Centre,6911916,234
SF_Centre,SF Centre,6911965,601
SF_Centre,SF Centre,6922959,242
SF_Centre,SF Centre,6923104,240
SF_Centre,SF Centre,6924236,237
SF_Centre,SF Centre,6924274,601
SF_Centre,SF Centre,6948842,611
SF_Centre,SF Centre,6958051,606
SF_Centre,SF Centre,6960899,331
SF_Centre,SF Centre,6961052,296
SF_Centre,SF Centre,6961137,237
SF_Centre,SF Centre,6962160,469
SF_Centre,SF Centre,6962201,231
SF_Centre,SF Centre,6967132,265
SF_Centre,SF Centre,6967197,330
SF_Centre,SF Centre,6974543,605
SF_Centre,SF Centre,6979609,460
SF_Centre,SF Centre,6982347,241
SF_Centre,SF Centre,6983766,306
SF_Centre,SF Centre,6990140,600
SF_Centre,SF Centre,7153969,602
SF_Centre,SF Centre,7451871,289
SF_Centre,SF Centre,7451900,602
SF_Centre,SF Centre,7519440,617
SF_Centre,SF Centre,7543395,344
SF_Centre,SF Centre,7547777,601
SF_Centre,SF Centre,7547803,608
SF_Centre,SF Centre,7551761,265
SF_Centre,SF Centre,7552058,381
SF_Centre,SF Centre,7552266,220
SF_Centre,SF Centre,7552358,510
SF_Centre,SF Centre,7552426,501
SF_Centre,SF Centre,7554620,230
SF_Centre,SF Centre,7554722,429
SF_Centre,SF Centre,7555100,277
SF_Centre,SF Centre,7555165,336
SF_Centre,SF Centre,7555249,224
SF_Centre,SF Centre,7555399,601
SF_Centre,SF Centre,7556876,298
SF_Centre,SF Centre,7556883,272
SF_Centre,SF Centre,7556890,605
SF_Centre,SF Centre,7559914,325
SF_Centre,SF Centre,7560532,316
SF_Centre,SF Centre,7560672,343
SF_Centre,SF Centre,7560842,424
SF_Centre,SF Centre,7563179,223
SF_Centre,SF Centre,7563441,356
SF_Centre,SF Centre,7563484,373
SF_Centre,SF Centre,7563855,216
SF_Centre,SF Centre,7564249,222
SF_Centre,SF Centre,7564289,235
SF_Centre,SF Centre,7573851,284
SF_Centre,SF Centre,7574188,321
SF_Centre,SF Centre,7574268,404
SF_Centre,SF Centre,7574336,226
SF_Centre,SF Centre,7574881,454
SF_Centre,SF Centre,7575488,246
SF_Centre,SF Centre,7575792,365
SF_Centre,SF Centre,7576063,275
SF_Centre,SF Centre,7576431,605
SF_Centre,SF Centre,7577943,310
SF_Centre,SF Centre,7580043,216
SF_Centre,SF Centre,7580106,313
SF_Centre,SF Centre,7580242,270
SF_Centre,SF Centre,7580365,224
SF_Centre,SF Centre,7580479,243
SF_Centre,SF Centre,7580703,447
SF_Centre,SF Centre,7580785,350
SF_Centre,SF Centre,7581019,386
SF_Centre,SF Centre,7581120,321
SF_Centre,SF Centre,7581199,259
SF_Centre,SF Centre,7581369,543
SF_Centre,SF Centre,7583734,453
SF_Centre,SF Centre,7583851,608
SF_Centre,SF Centre,7584044,345
SF_Centre,SF Centre,7584270,610
SF_Centre,SF Centre,7584390,234
SF_Centre,SF Centre,7584479,389
SF_Centre,SF Centre,7585216,321
SF_Centre,SF Centre,7585225,601
SF_Centre,SF Centre,7586776,222
SF_Centre,SF Centre,7591556,295
SF_Centre,SF Centre,7591598,224
SF_Centre,SF Centre,7591791,300
SF_Centre,SF Centre,7591825,257
SF_Centre,SF Centre,7591969,350
SF_Centre,SF Centre,7594007,231
SF_Centre,SF Centre,7594427,335
SF_Centre,SF Centre,7597348,281
SF_Centre,SF Centre,7597613,614
SF_Centre,SF Centre,7612478,589
SF_Centre,SF Centre,7612491,483
SF_Centre,SF Centre,7612494,605
SF_Centre,SF Centre,7613481,276
SF_Centre,SF Centre,7613485,601
SF_Centre,SF Centre,7613490,238
SF_Centre,SF Centre,7613491,270
SF_Centre,SF Centre,7613493,228
SF_Centre,SF Centre,7613496,223
SF_Centre,SF Centre,7613499,218
SF_Centre,SF Centre,7613509,627
SF_Centre,SF Centre,7613512,237
SF_Centre,SF Centre,7613519,334
SF_Centre,SF Centre,7613520,236
SF_Centre,SF Centre,7613525,266
SF_Centre,SF Centre,7613527,219
SF_Centre,SF Centre,7613538,278
SF_Centre,SF Centre,7613539,218
SF_Centre,SF Centre,7613541,306
SF_Centre,SF Centre,7613544,222
SF_Centre,SF Centre,7613551,225
SF_Centre,SF Centre,7613555,461
SF_Centre,SF Centre,7613556,280
SF_Centre,SF Centre,7613557,294
SF_Centre,SF Centre,7613566,389
SF_Centre,SF Centre,7613569,299
SF_Centre,SF Centre,7613571,245
SF_Centre,SF Centre,7613580,606
SF_Centre,SF Centre,7613588,246
SF_Centre,SF Centre,7613592,482
SF_Centre,SF Centre,7613629,228
SF_Centre,SF Centre,7613643,625
SF_Centre,SF Centre,7613647,227
SF_Centre,SF Centre,7613707,266
SF_Centre,SF Centre,7613732,275
SF_Centre,SF Centre,7613737,613
SF_Centre,SF Centre,7613743,489
SF_Centre,SF Centre,7613745,381
SF_Centre,SF Centre,7613782,225
SF_Centre,SF Centre,7613783,545
SF_Centre,SF Centre,7613788,284
SF_Centre,SF Centre,7613790,220
SF_Centre,SF Centre,7648438,601
SF_Centre,SF Centre,7648481,330
SF_Centre,SF Centre,7659062,613
SF_Centre,SF Centre,7684733,227
SF_Centre,SF Centre,7685913,610
SF_Centre,SF Centre,7691023,468
SF_Centre,SF Centre,7691029,451
SF_Centre,SF Centre,7691031,253
SF_Centre,SF Centre,7691033,283
SF_Centre,SF Centre,7691034,316
SF_Centre,SF Centre,7691039,601
SF_Centre,SF Centre,7691078,297
SF_Centre,SF Centre,7691080,297
SF_Centre,SF Centre,7691086,398
SF_Centre,SF Centre,7691101,246
SF_Centre,SF Centre,7691104,300
SF_Centre,SF Centre,7691107,311
SF_Centre,SF Centre,7691130,267
SF_Centre,SF Centre,7691247,280
SF_Centre,SF Centre,7691278,599
SF_Centre,SF Centre,7691283,363
SF_Centre,SF Centre,7691288,289
SF_Centre,SF Centre,7691291,227
SF_Centre,SF Centre,7691300,357
SF_Centre,SF Centre,7691302,269
SF_Centre,SF Centre,7691303,601
SF_Centre,SF Centre,7691320,245
SF_Centre,SF Centre,7691322,306
SF_Centre,SF Centre,7691327,387
SF_Centre,SF Centre,7691350,221
SF_Centre,SF Centre,7691354,403
SF_Centre,SF Centre,7691355,610
SF_Centre,SF Centre,7691358,296
SF_Centre,SF Centre,7691359,231
SF_Centre,SF Centre,7691366,449
SF_Centre,SF Centre,7691388,328
SF_Centre,SF Centre,7691399,570
SF_Centre,SF Centre,7691401,289
SF_Centre,SF Centre,7691403,281
SF_Centre,SF Centre,7691409,217
SF_Centre,SF Centre,7691411,222
SF_Centre,SF Centre,7691419,510
SF_Centre,SF Centre,7691422,221
SF_Centre,SF Centre,7691431,289
SF_Centre,SF Centre,7691439,602
SF_Centre,SF Centre,7691445,478
SF_Centre,SF Centre,7691448,601
SF_Centre,SF Centre,7691472,321
SF_Centre,SF Centre,7691474,600
SF_Centre,SF Centre,7691479,218
SF_Centre,SF Centre,7691517,241
SF_Centre,SF Centre,7691519,298
SF_Centre,SF Centre,7691521,316
SF_Centre,SF Centre,7691523,436
SF_Centre,SF Centre,7691551,606
SF_Centre,SF Centre,7691573,218
SF_Centre,SF Centre,7691574,566
SF_Centre,SF Centre,7691893,369
SF_Centre,SF Centre,7691905,282
SF_Centre,SF Centre,7691910,260
SF_Centre,SF Centre,7691916,448
SF_Centre,SF Centre,7691928,332
SF_Centre,SF Centre,7691929,268
SF_Centre,SF Centre,7691934,314
SF_Centre,SF Centre,7691950,394
SF_Centre,SF Centre,7691953,573
SF_Centre,SF Centre,7691955,315
SF_Centre,SF Centre,7701732,265
SF_Centre,SF Centre,7701736,279
SF_Centre,SF Centre,7701737,616
SF_Centre,SF Centre,7701738,601
SF_Centre,SF Centre,7703606,311
SF_Centre,SF Centre,7703685,287
SF_Centre,SF Centre,7705793,566
SF_Centre,SF Centre,7713857,217
SF_Centre,SF Centre,7713858,601
SF_Centre,SF Centre,7713860,415
SF_Centre,SF Centre,7713861,602
SF_Centre,SF Centre,7732103,268
SF_Centre,SF Centre,7732105,601
SF_Centre,SF Centre,7781143,610
SF_Centre,SF Centre,7781361,235
SF_Centre,SF Centre,7781397,254
SF_Centre,SF Centre,7781453,256
SF_Centre,SF Centre,7782038,406
SF_Centre,SF Centre,7782133,312
SF_Centre,SF Centre,7782196,544
SF_Centre,SF Centre,7782588,601
SF_Centre,SF Centre,7792005,630
SF_Centre,SF Centre,7793516,604
SF_Centre,SF Centre,7795876,401
SF_Centre,SF Centre,7795881,400
SF_Centre,SF Centre,7795885,365
SF_Centre,SF Centre,7795901,244
SF_Centre,SF Centre,7795903,257
SF_Centre,SF Centre,7795904,223
SF_Centre,SF Centre,7795907,610
SF_Centre,SF Centre,7795973,516
SF_Centre,SF Centre,7797255,270
SF_Centre,SF Centre,7797264,240
SF_Centre,SF Centre,7799006,271
SF_Centre,SF Centre,7799009,491
SF_Centre,SF Centre,7799020,604
SF_Centre,SF Centre,7799036,291
SF_Centre,SF Centre,7799038,320
SF_Centre,SF Centre,7799053,299
SF_Centre,SF Centre,7799060,315
SF_Centre,SF Centre,7799075,256
SF_Centre,SF Centre,7799107,228
SF_Centre,SF Centre,7799122,449
SF_Centre,SF Centre,7799130,354
SF_Centre,SF Centre,7799141,362
SF_Centre,SF Centre,7799147,388
SF_Centre,SF Centre,7799165,268
SF_Centre,SF Centre,7799166,342
SF_Centre,SF Centre,7799171,513
SF_Centre,SF Centre,7799174,241
SF_Centre,SF Centre,7799177,248
SF_Centre,SF Centre,7799181,501
SF_Centre,SF Centre,7799188,559
SF_Centre,SF Centre,7799191,274
SF_Centre,SF Centre,7799193,637
SF_Centre,SF Centre,7799207,369
SF_Centre,SF Centre,7799212,601
SF_Centre,SF Centre,7799215,538
SF_Centre,SF Centre,7799223,369
SF_Centre,SF Centre,7799230,601
SF_Centre,SF Centre,7799237,228
SF_Centre,SF Centre,7799239,291
SF_Centre,SF Centre,7799240,271
SF_Centre,SF Centre,7799246,600
SF_Centre,SF Centre,7799254,233
SF_Centre,SF Centre,7799262,372
SF_Centre,SF Centre,7799269,270
SF_Centre,SF Centre,7799276,218
SF_Centre,SF Centre,7799294,604
SF_Centre,SF Centre,7799316,346
SF_Centre,SF Centre,7799321,601
SF_Centre,SF Centre,7799338,336
SF_Centre,SF Centre,7799341,375
SF_Centre,SF Centre,7799346,324
SF_Centre,SF Centre,7799350,244
SF_Centre,SF Centre,7799356,326
SF_Centre,SF Centre,7799358,272
SF_Centre,SF Centre,7799359,235
SF_Centre,SF Centre,7799364,609
SF_Centre,SF Centre,7799366,238
SF_Centre,SF Centre,7799368,226
SF_Centre,SF Centre,7799369,269
SF_Centre,SF Centre,7799375,224
SF_Centre,SF Centre,7799381,305
SF_Centre,SF Centre,7799389,366
SF_Centre,SF Centre,7799392,523
SF_Centre,SF Centre,7799402,253
SF_Centre,SF Centre,7799403,424
SF_Centre,SF Centre,7799404,227
SF_Centre,SF Centre,7799415,619
SF_Centre,SF Centre,7799417,435
SF_Centre,SF Centre,7799423,310
SF_Centre,SF Centre,7799427,269
SF_Centre,SF Centre,7799432,342
SF_Centre,SF Centre,7799454,340
SF_Centre,SF Centre,7799455,232
SF_Centre,SF Centre,7799463,345
SF_Centre,SF Centre,7799481,234
SF_Centre,SF Centre,7799486,226
SF_Centre,SF Centre,7799489,278
SF_Centre,SF Centre,7799493,379
SF_Centre,SF Centre,7799494,601
SF_Centre,SF Centre,7799501,272
SF_Centre,SF Centre,7799504,219
SF_Centre,SF Centre,7799506,228
SF_Centre,SF Centre,7799509,225
SF_Centre,SF Centre,7799518,242
SF_Centre,SF Centre,7799519,392
SF_Centre,SF Centre,7799520,426
SF_Centre,SF Centre,7799569,425
SF_Centre,SF Centre,7799570,277
SF_Centre,SF Centre,7799578,329
SF_Centre,SF Centre,7799581,475
SF_Centre,SF Centre,7799583,231
SF_Centre,SF Centre,7799585,242
SF_Centre,SF Centre,7799586,241
SF_Centre,SF Centre,7799587,322
SF_Centre,SF Centre,7799596,226
SF_Centre,SF Centre,7799603,313
SF_Centre,SF Centre,7799604,413
SF_Centre,SF Centre,7799613,338
SF_Centre,SF Centre,7799628,259
SF_Centre,SF Centre,7799632,418
SF_Centre,SF Centre,7799634,435
SF_Centre,SF Centre,7799643,276
SF_Centre,SF Centre,7799651,290
SF_Centre,SF Centre,7799653,355
SF_Centre,SF Centre,7799657,369
SF_Centre,SF Centre,7799668,255
SF_Centre,SF Centre,7799670,465
SF_Centre,SF Centre,7799674,619
SF_Centre,SF Centre,7852225,294
SF_Centre,SF Centre,7852226,290
SF_Centre,SF Centre,7852231,457
SF_Centre,SF Centre,7852232,328
SF_Centre,SF Centre,7852234,272
SF_Centre,SF Centre,7852243,289
SF_Centre,SF Centre,7852254,312
SF_Centre,SF Centre,7852255,303
SF_Centre,SF Centre,7852257,600
SF_Centre,SF Centre,7852258,399
SF_Centre,SF Centre,7852268,431
SF_Centre,SF Centre,7852270,555
SF_Centre,SF Centre,7852278,360
SF_Centre,SF Centre,7852280,541
SF_Centre,SF Centre,7852294,524
SF_Centre,SF Centre,7852299,331
SF_Centre,SF Centre,7852313,322
SF_Centre,SF Centre,7852314,394
SF_Centre,SF Centre,7852319,374
SF_Centre,SF Centre,7852324,562
SF_Centre,SF Centre,7852327,353
SF_Centre,SF Centre,7852344,248
SF_Centre,SF Centre,7852346,273
SF_Centre,SF Centre,7852350,608
SF_Centre,SF Centre,7852388,438
SF_Centre,SF Centre,7852389,239
SF_Centre,SF Centre,7852391,263
SF_Centre,SF Centre,7852400,393
SF_Centre,SF Centre,7852405,609
SF_Centre,SF Centre,7852406,362
SF_Centre,SF Centre,7852408,216
SF_Centre,SF Centre,7852410,517
SF_Centre,SF Centre,7852415,341
SF_Centre,SF Centre,7852419,335
SF_Centre,SF Centre,7852423,282
SF_Centre,SF Centre,7852426,364
SF_Centre,SF Centre,7852430,608
SF_Centre,SF Centre,7852434,607
SF_Centre,SF Centre,7852441,510
SF_Centre,SF Centre,7852444,260
SF_Centre,SF Centre,7852450,236
SF_Centre,SF Centre,7852454,365
SF_Centre,SF Centre,7852460,620
SF_Centre,SF Centre,7852461,269
SF_Centre,SF Centre,7852462,278
SF_Centre,SF Centre,7852465,250
SF_Centre,SF Centre,7852466,237
SF_Centre,SF Centre,7852477,612
SF_Centre,SF Centre,7863113,347
SF_Centre,SF Centre,7863134,365
SF_Centre,SF Centre,7863137,620
SF_Centre,SF Centre,7863141,607
SF_Centre,SF Centre,7863159,312
SF_Centre,SF Centre,7863164,220
SF_Centre,SF Centre,7863167,615
SF_Centre,SF Centre,7863186,438
SF_Centre,SF Centre,7863194,272
SF_Centre,SF Centre,7863210,241
SF_Centre,SF Centre,7863213,453
SF_Centre,SF Centre,7863253,601
SF_Centre,SF Centre,8125129,601
SF_Centre,SF Centre,8204028,584
SF_Centre,SF Centre,8204061,448
SF_Centre,SF Centre,8289688,385
SF_Centre,SF Centre,8298230,458
SF_Centre,SF Centre,8352308,600
SF_Centre,SF Centre,8430722,608
SF_Centre,SF Centre,8433748,607
SF_Centre,SF Centre,8719752,601
