dataset,obj_id,lat,lon
NYC,5503168,40.75328582350949,-73.97760095501356
NYC,5503168,40.75297929407407,-73.9774664785185
NYC,5503168,40.75304294259258,-73.97815150462961
NYC,5503168,40.75359000379746,-73.97955138607595
NYC,5503359,40.75968625131577,-73.98264658421049
NYC,5503359,40.76006600875,-73.98344939625
NYC,5503359,40.76090195588233,-73.98498334852941
NYC,5503359,40.76107049333332,-73.98542527333332
NYC,5503359,40.76140702542372,-73.9860435898305
NYC,5503359,40.76148476972791,-73.99050772585034
NYC,5540718,40.73898167105264,-74.00319384210529
NYC,5540718,40.73963552321429,-74.00251156964286
NYC,5540718,40.735180462264154,-74.00191914528301
NYC,5540718,40.73444867428572,-74.00234626142856
NYC,5540718,40.73338734693878,-74.00291951020408
NYC,5540718,40.728828117968746,-74.00516662968752
NYC,5540722,40.707983974358974,-73.99117136923077
NYC,5540722,40.69682571568627,-73.98501716470588
NYC,5540722,40.694961727659575,-73.98410727021275
NYC,5540722,40.69217927424349,-73.98264529957777
NYC,5540722,40.69151561518987,-73.98227098734175
NYC,5540733,40.7502804902439,-73.9887819390244
NYC,5540733,40.744990751351345,-73.97616466216215
NYC,5540733,40.74198620479453,-73.97884835821915
NYC,5540847,40.72375824999999,-74.00358265714287
NYC,5540847,40.723905844295295,-74.00389815033559
NYC,5540847,40.72560976012659,-74.00394068417722
NYC,5540847,40.73467892499999,-73.99874214807691
NYC,5540847,40.73197423541668,-73.991712728125
NYC,5540847,40.73143039903846,-73.99070997692307
NYC,5547018,40.739607620909084,-74.00988472909091
NYC,5547018,40.729315676000006,-74.01077375700001
NYC,5547018,40.72249701875,-74.01181013541667
NYC,5547018,40.7161981216981,-74.0131770981132
NYC,5547018,40.71044570181819,-74.01494774545455
NYC,5565253,40.74506923877551,-73.99572610408164
NYC,5565253,40.74005299375001,-73.99546515312498
NYC,5565253,40.7386831131579,-73.9923482006579
NYC,5565253,40.73856812875,-73.99204363125
NYC,5565253,40.73900166041666,-73.99457964583333
NYC,5615881,40.71491368018867,-73.98710398584906
NYC,5615881,40.715728535384606,-73.98683129692311
NYC,5615881,40.70967018181818,-73.9614694818182
NYC,5615881,40.71034748437499,-73.96371101874996
NYC,5615881,40.71203781519608,-73.96281539558824
NYC,5615881,40.71236877454545,-73.96209573272726
NYC,5615968,40.76324496363635,-73.99963799772729
NYC,5615968,40.759368327777764,-74.00333936666667
NYC,5615968,40.750764044,-74.00841099800003
NYC,5615968,40.747499237735845,-74.00798616226416
NYC,5615968,40.74482378095237,-74.00843177619046
