trajectory,eps_m,t_s,min_samples,n_points,step_n_stops,step_n_moves,step_mean_stop_s,step_mean_move_pts,step_wall_s,step_wall_p25_s,step_wall_p75_s,stss_n_stops,stss_n_moves,stss_mean_stop_s,stss_mean_move_pts,stss_wall_s,stss_wall_p25_s,stss_wall_p75_s,f1,precision,recall,matched_iou_mean
7691520,10.0,10.0,5,608,4,5,41.25,87.8,0.004923899999999999,0.0043501,0.0051179,9,9,12.444444444444445,54.111111111111114,0.22633560000000003,0.2255798,0.22709140000000003,0.0,0.0,0.0,0.0
7691542,10.0,10.0,5,368,6,6,25.0,35.333333333333336,0.0028631999999999998,0.0027253000000000004,0.002865,7,5,16.428571428571427,49.2,0.12407945,0.123868325,0.124290575,0.4615384615384615,0.5,0.42857142857142855,0.9416666666666668
7691885,10.0,10.0,5,251,5,5,20.8,28.4,0.0015443,0.0015287999999999999,0.0015603,7,6,16.0,22.0,0.08237359999999999,0.08163174999999999,0.08311545,0.8333333333333333,1.0,0.7142857142857143,0.846948717948718
7691909,10.0,10.0,5,624,8,9,22.0,48.888888888888886,0.0039808000000000005,0.0038140999999999995,0.0042029,11,12,19.363636363636363,33.333333333333336,0.18084424999999998,0.17974482499999997,0.18194367500000003,0.8421052631578948,1.0,0.7272727272727273,0.8645415125070518
7795968,10.0,10.0,5,252,1,1,54.0,197.0,0.00148,0.001441,0.0015437,4,3,13.75,64.33333333333333,0.046107699999999995,0.04580055,0.04641485,0.0,0.0,0.0,0.0
7797310,10.0,10.0,5,601,1,2,19.0,290.5,0.002265,0.0022533,0.0024286999999999998,1,2,21.0,289.5,0.0225071,0.022454349999999998,0.02255985,1.0,1.0,1.0,0.9047619047619048
7799046,10.0,10.0,5,454,9,8,19.444444444444443,33.75,0.0028993,0.0028083,0.0029873,10,10,15.4,29.0,0.15296564999999998,0.15150812500000002,0.154423175,0.5263157894736842,0.5555555555555556,0.5,0.9005826210826211
7799135,10.0,10.0,5,329,3,3,22.666666666666668,86.0,0.0021046999999999997,0.0020951,0.0021565,7,7,11.857142857142858,34.142857142857146,0.10155225,0.099435375,0.103669125,0.2,0.3333333333333333,0.14285714285714285,1.0
7799180,10.0,10.0,5,645,11,11,27.454545454545453,30.181818181818183,0.005319399999999999,0.005299,0.0053554,11,10,17.181818181818183,44.5,0.27712539999999997,0.27602375,0.27822705,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.8726470334629727
7799209,10.0,10.0,5,525,6,6,19.0,67.5,0.0029551,0.0028391999999999996,0.0030919000000000003,7,8,18.571428571428573,48.5,0.12655349999999999,0.1262243,0.1268827,0.7692307692307692,0.8333333333333334,0.7142857142857143,0.8797696495881613
7799211,10.0,10.0,5,232,3,3,30.666666666666668,45.666666666666664,0.0015513,0.0015422,0.0015531,6,4,15.0,34.0,0.07983815000000001,0.07957747500000001,0.080098825,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.8235294117647058
7799420,10.0,10.0,5,317,3,3,26.333333333333332,78.33333333333333,0.0018045,0.0017884,0.0020132,6,5,14.166666666666666,45.2,0.09658705000000001,0.09649857500000002,0.09667552500000001,0.2222222222222222,0.3333333333333333,0.16666666666666666,0.8214285714285714
7799507,10.0,10.0,5,310,3,3,55.666666666666664,46.666666666666664,0.0030073,0.0028927,0.0033301999999999997,6,5,15.166666666666666,42.6,0.12244425,0.12186402500000001,0.123024475,0.2222222222222222,0.3333333333333333,0.16666666666666666,1.0
7852277,10.0,10.0,5,247,2,2,34.0,88.5,0.0016098,0.0015915999999999999,0.0016147,1,2,27.0,109.5,0.05832355,0.058156875,0.058490225,0.6666666666666666,0.5,1.0,0.9629629629629629
7852403,10.0,10.0,5,290,4,4,18.5,53.0,0.0015735,0.0015662,0.001655,5,5,18.4,38.6,0.0752983,0.07493005000000001,0.07566655,0.888888888888889,1.0,0.8,0.9250410509031198
7852411,10.0,10.0,5,607,6,6,24.166666666666668,76.0,0.0036883000000000003,0.0033666,0.0037375,11,12,12.181818181818182,38.5,0.16703099999999996,0.16671625,0.16734575,0.3529411764705882,0.5,0.2727272727272727,0.8547619047619047
7852420,10.0,10.0,5,606,5,5,22.4,97.8,0.0034774000000000003,0.0034607,0.0043009,10,11,14.7,40.81818181818182,0.16430325000000004,0.16414472500000002,0.164461775,0.5333333333333333,0.8,0.4,0.8925925925925926
7852422,10.0,10.0,5,216,3,3,21.333333333333332,49.666666666666664,0.0012657999999999999,0.0012612,0.0014106,4,4,19.25,33.75,0.05179255,0.051284724999999996,0.052300375,0.8571428571428571,1.0,0.75,0.9631226053639846
7852445,10.0,10.0,5,307,4,4,20.25,55.5,0.0019161,0.0019119,0.0019587999999999997,5,5,14.0,46.4,0.10008935,0.099849625,0.10032907499999998,0.4444444444444445,0.5,0.4,0.7976190476190477
7852451,10.0,10.0,5,314,3,3,31.333333333333332,72.33333333333333,0.002362,0.002325,0.0024877,6,7,13.666666666666666,32.285714285714285,0.1403289,0.13966765,0.14099014999999998,0.2222222222222222,0.3333333333333333,0.16666666666666666,0.8095238095238095
