lat,lon,start_time,end_time,type
40.6107111,-73.95364359999999,2022-06-23 16:35:02,2022-06-23 16:35:02,MOVE_POINT
40.6106653,-73.9536517,2022-06-23 16:35:04,2022-06-23 16:35:04,MOVE_POINT
40.6106315,-73.9536932,2022-06-23 16:35:06,2022-06-23 16:35:06,MOVE_POINT
40.6105884,-73.953796,2022-06-23 16:35:08,2022-06-23 16:35:08,MOVE_POINT
40.6105245,-73.95396339999999,2022-06-23 16:35:10,2022-06-23 16:35:10,MOVE_POINT
40.6104466,-73.95417789999999,2022-06-23 16:35:12,2022-06-23 16:35:12,MOVE_POINT
40.6103919,-73.95434639999999,2022-06-23 16:35:14,2022-06-23 16:35:14,MOVE_POINT
40.6103543,-73.9544552,2022-06-23 16:35:16,2022-06-23 16:35:16,MOVE_POINT
40.6103412,-73.9545009,2022-06-23 16:35:18,2022-06-23 16:35:18,MOVE_POINT
40.6103376,-73.9545096,2022-06-23 16:35:23,2022-06-23 16:35:23,MOVE_POINT
