trajectory,dp_epsilon_m,n_points,n_moves,n_stops,n_move_points,n_move_keypoints,move_cr,move_mean_sed_m,move_max_sed_m,move_latency_us_per_point,move_latency_p25_us_per_point,move_latency_p75_us_per_point
7691542,1.0,368,2,1,332,35,9.485714285714286,11.834078688630216,70.5406020887209,3.9015060240963853,3.8448795180722892,4.104216867469879
7691885,1.0,251,1,0,251,16,15.6875,23.54510705667589,76.41322707559418,4.955776892430279,4.62191235059761,5.575298804780877
7691909,1.0,624,4,3,505,69,7.318840579710145,7.144325469885,84.02958172753674,4.755445544554456,4.641584158415841,8.003960396039604
7795968,1.0,252,1,1,188,11,17.09090909090909,14.151473597338448,44.30185880611465,4.929787234042553,3.575531914893617,5.022340425531915
7797310,1.0,601,1,0,601,146,4.116438356164384,3.2785962987483517,49.48256271048285,10.207154742096506,8.433277870216305,13.368219633943427
7799046,1.0,454,2,1,422,32,13.1875,19.094602120912302,97.27937592877846,3.9454976303317535,3.937914691943128,4.267535545023697
7799135,1.0,329,2,1,293,16,18.3125,13.333790151172359,50.45247636234244,4.5976109215017065,3.9027303754266214,4.66962457337884
7799180,1.0,645,8,7,398,46,8.652173913043478,8.715821152316396,50.10069693841074,3.721608040201005,3.2939698492462313,5.105276381909548
7799209,1.0,525,2,1,493,44,11.204545454545455,10.122205199030665,79.96095020150247,4.667139959432049,4.421906693711968,5.731440162271805
7799211,1.0,232,3,2,149,15,9.933333333333334,17.283910846899538,45.95399287912406,2.0093959731543625,1.9825503355704697,2.0409395973154365
7799420,1.0,317,2,2,245,28,8.75,8.720683223802686,42.67892507245941,5.3710204081632655,4.10734693877551,6.347755102040817
7799507,1.0,310,4,3,193,23,8.391304347826088,2.7611330157807745,25.612414143866808,5.436269430051814,2.8585492227979277,5.471502590673575
7852277,1.0,247,2,2,171,17,10.058823529411764,5.974530998682023,19.754846951940234,3.6842105263157894,3.6783625730994154,3.6982456140350877
7852403,1.0,290,2,1,259,14,18.5,20.587679720599173,113.0225996189359,5.236679536679537,5.0926640926640925,5.382239382239383
7852411,1.0,607,3,2,504,68,7.411764705882353,8.349575485391442,58.12942236029972,4.570238095238095,4.441071428571429,4.8787698412698415
7852420,1.0,606,3,2,528,54,9.777777777777779,8.048567736859617,52.34887594943498,4.0562499999999995,4.0219696969696965,4.1125
7852422,1.0,216,2,1,184,15,12.266666666666667,20.461344400685412,99.09067743993141,2.696195652173913,2.695108695652174,2.697282608695652
7852445,1.0,307,2,1,259,16,16.1875,14.24017576695803,63.20205743692224,2.937065637065637,2.893822393822394,3.101930501930502
7852451,1.0,314,2,1,258,16,16.125,10.968548285496652,58.126768187921975,2.974418604651163,2.873255813953488,3.854263565891473
8354596,1.0,385,1,0,385,30,12.833333333333334,12.507714277305348,68.60339495718081,5.770909090909091,4.475064935064935,7.056883116883117
