trajectory,strategy,n_stops,n_stop_points,avg_sed_m,max_sed_m,p95_sed_m,latency_us_per_stop,latency_us_per_point,latency_p25_us_per_point,latency_p75_us_per_point
6358495,medoid,0,0,nan,nan,nan,nan,nan,nan,nan
6358495,snap_to_nearest,0,0,nan,nan,nan,nan,nan,nan,nan
6358495,first_point,0,0,nan,nan,nan,nan,nan,nan,nan
6422329,centroid,0,0,nan,nan,nan,nan,nan,nan,nan
6422329,medoid,0,0,nan,nan,nan,nan,nan,nan,nan
6422329,snap_to_nearest,0,0,nan,nan,nan,nan,nan,nan,nan
6422329,first_point,0,0,nan,nan,nan,nan,nan,nan,nan
6547817,centroid,1,32,2.152519519802842,11.437598866706862,7.202127663857212,6.2,0.19375,0.175,0.31875
6547817,medoid,1,32,1.9112461381427404,12.109110226164907,7.8670637837203525,265.4,8.29375,8.221875,8.44375
6547817,snap_to_nearest,1,32,1.92838492731938,11.970160385224178,7.724493465857842,12.1,0.378125,0.378125,0.384375
6547817,first_point,1,32,11.45383494528913,13.47786905022853,13.428287900657857,2.1,0.065625,0.0625,0.065625
6547822,centroid,3,123,3.358981188037242,13.732420835999712,9.537827292593738,5.133333333333334,0.12520325203252033,0.12520325203252033,0.13495934959349595
6547822,medoid,3,123,3.3346996861423013,13.891695179458722,9.337588648429595,405.5666666666667,9.891869918699188,9.747154471544716,10.458536585365854
6547822,snap_to_nearest,3,123,3.3511297113917724,13.758155270197657,9.555795047840347,13.633333333333333,0.33252032520325203,0.33252032520325203,0.3333333333333333
6547822,first_point,3,123,10.756496062713847,26.259018220445558,16.380689900427722,1.6999999999999997,0.04146341463414634,0.04146341463414634,0.04146341463414634
6756778,centroid,1,41,1.5682245066829605,11.392539826061336,4.913504780191503,5.5,0.13414634146341464,0.13170731707317074,0.13658536585365852
6756778,medoid,1,41,1.5430671527089457,11.597411940764138,5.117963511509752,406.7,9.919512195121952,9.914634146341463,9.973170731707317
6756778,snap_to_nearest,1,41,1.5586127966301448,11.396750279145223,4.9143299801480325,14.1,0.3439024390243902,0.34146341463414637,0.3439024390243902
6756778,first_point,1,41,11.394993823516458,13.919995841277387,13.794659899407156,2.0,0.04878048780487805,0.046341463414634146,0.04878048780487805
6896919,centroid,1,55,5.487431095092031,17.958520880325207,10.418989169683222,6.8,0.12363636363636363,0.11636363636363636,0.12545454545454546
6896919,medoid,1,55,4.903991015139671,14.835129711732586,12.009066487209893,737.1,13.401818181818182,13.327272727272728,13.603636363636365
6896919,snap_to_nearest,1,55,5.385948555321438,17.594567791546993,10.5243950375196,17.4,0.31636363636363635,0.31636363636363635,0.3218181818181818
6896919,first_point,1,55,11.145897238948857,28.919209788980748,19.173202782887987,2.0,0.03636363636363636,0.03636363636363636,0.04
