trajectory,gamma_mps,k,n_points,n_moves,n_stops,n_move_points,n_move_keypoints,move_cr,move_retention_ratio,e_match_rate,v_match_rate,move_latency_us_per_point,move_latency_p25_us_per_point,move_latency_p75_us_per_point
7613731,2.0,3,271,1,1,233,39,31.772727272727273,0.16738197424892703,0.2222222222222222,1.0,7.75793991416309,nan,nan
7691124,2.0,3,255,3,2,178,50,13.518987341772151,0.2808988764044944,0.0,1.0,21.47022471910112,nan,nan
7691163,2.0,3,301,2,1,267,66,16.6875,0.24719101123595505,0.0,1.0,7.6134831460674155,nan,nan
7691232,2.0,3,601,1,0,601,125,18.978947368421053,0.2079866888519135,0.05825242718446602,0.9411764705882353,5.696505823627287,nan,nan
7691423,2.0,3,303,2,1,260,81,16.082474226804123,0.31153846153846154,0.875,0.8,8.323076923076924,nan,nan
7691435,2.0,3,343,1,0,343,107,14.291666666666666,0.3119533527696793,0.03333333333333333,1.0,15.525947521865888,nan,nan
7691520,2.0,3,608,2,1,552,100,23.0,0.18115942028985507,0.010526315789473684,1.0,7.3143115942028984,nan,nan
7691542,2.0,3,368,2,1,306,70,21.857142857142858,0.22875816993464052,0.06818181818181818,1.0,9.103267973856209,nan,nan
7691885,2.0,3,251,2,1,208,60,14.344827586206897,0.28846153846153844,0.0,1.0,9.235096153846154,nan,nan
7691909,2.0,3,624,2,1,586,136,17.84771573604061,0.23208191126279865,0.0,1.0,9.43037542662116,nan,nan
7795968,2.0,3,252,1,1,195,31,25.434782608695652,0.15897435897435896,0.0,1.0,4.935897435897436,nan,nan
7797310,2.0,3,601,1,0,601,104,23.415584415584416,0.17304492512479203,0.0,0.5555555555555556,4.189351081530782,nan,nan
7799046,2.0,3,454,1,0,454,98,21.61904761904762,0.21585903083700442,0.13636363636363635,1.0,12.96387665198238,nan,nan
7799135,2.0,3,329,1,0,329,86,16.31404958677686,0.2613981762917933,0.0,1.0,6.224316109422492,nan,nan
7799180,2.0,3,645,4,3,515,111,20.32894736842105,0.21553398058252426,0.09722222222222222,0.9166666666666666,5.902330097087378,nan,nan
7799209,2.0,3,525,1,0,525,135,18.208092485549134,0.2571428571428571,0.007874015748031496,1.0,10.558095238095238,nan,nan
7799211,2.0,3,232,3,2,155,44,12.236842105263158,0.2838709677419355,0.0,0.7142857142857143,7.516774193548387,nan,nan
7799420,2.0,3,317,1,1,286,72,19.724137931034484,0.2517482517482518,0.08163265306122448,1.0,12.122027972027972,nan,nan
7799507,2.0,3,310,3,2,196,66,11.09433962264151,0.336734693877551,0.0,0.6,6.5964285714285715,nan,nan
7852277,2.0,3,247,1,1,202,37,23.307692307692307,0.18316831683168316,0.0,1.0,17.275247524752476,nan,nan
7852403,2.0,3,290,1,0,290,62,21.21951219512195,0.21379310344827587,0.0,1.0,6.7972413793103446,nan,nan
7852411,2.0,3,607,3,2,521,126,17.463687150837988,0.2418426103646833,0.06796116504854369,0.8461538461538461,6.3071017274472165,nan,nan
7852420,2.0,3,606,2,1,562,129,19.050847457627118,0.22953736654804271,0.0,0.8333333333333334,8.75711743772242,nan,nan
7852422,2.0,3,216,1,0,216,43,20.903225806451612,0.19907407407407407,0.0,1.0,6.61712962962963,nan,nan
7852445,2.0,3,307,1,0,307,56,24.236842105263158,0.18241042345276873,0.02,1.0,13.671335504885995,nan,nan
7852451,2.0,3,314,2,1,261,49,22.695652173913043,0.18773946360153257,0.08108108108108109,1.0,9.621455938697318,nan,nan
8354596,2.0,3,385,1,0,385,94,19.09090909090909,0.24415584415584415,0.03896103896103896,1.0,13.556623376623378,nan,nan
10752853,2.0,4,615,2,1,565,132,12.74436090225564,0.2336283185840708,0.0,0.02564102564102564,3.4353982300884955,nan,nan
10752864,2.0,4,232,2,1,187,55,11.56701030927835,0.29411764705882354,0.0,0.7272727272727273,3.680748663101604,nan,nan
10752951,2.0,4,610,1,0,610,145,16.266666666666666,0.23770491803278687,0.0,0.35135135135135137,3.28,nan,nan
10892045,2.0,4,323,2,1,282,68,15.107142857142858,0.24113475177304963,0.0,0.75,3.528014184397163,nan,nan
10934834,2.0,4,242,1,0,242,37,24.2,0.15289256198347106,0.0,1.0,4.960743801652892,nan,nan
10934933,2.0,4,423,1,0,423,81,21.879310344827587,0.19148936170212766,0.0,1.0,6.078250591016548,nan,nan
10935081,2.0,4,278,1,0,278,58,19.623529411764707,0.20863309352517986,0.0,1.0,3.900719424460432,nan,nan
10935136,2.0,4,308,1,1,261,53,23.37313432835821,0.20306513409961685,0.08571428571428572,0.5714285714285714,3.4283524904214557,nan,nan
10935148,2.0,4,237,2,3,66,13,13.655172413793103,0.19696969696969696,0.0,0.2,9.168181818181818,nan,nan
10935358,2.0,4,636,4,3,506,137,14.809756097560976,0.2707509881422925,0.024390243902439025,0.8823529411764706,4.433794466403162,nan,nan
10935638,2.0,4,228,1,0,228,61,14.869565217391305,0.2675438596491228,0.0,1.0,3.856578947368421,nan,nan
10935844,2.0,4,607,1,0,607,141,18.581632653061224,0.23228995057660626,0.0,0.6111111111111112,3.3991762767710054,nan,nan
10969051,2.0,4,601,1,0,601,99,26.711111111111112,0.16472545757071547,0.0,0.8888888888888888,4.776372712146422,nan,nan
11058912,2.0,4,601,1,0,601,228,11.707792207792208,0.3793677204658902,0.08860759493670886,0.8620689655172413,5.114808652246256,nan,nan
